tax_id,superkingdom,phylum,class,order,family,genus,species,clade,clade1,clade10,clade11,clade12,clade13,clade2,clade3,clade4,clade5,clade6,clade7,clade8,clade9,forma specialis,forma specialis1,isolate,kingdom,no rank,no rank1,no rank2,no rank3,section,serogroup,serotype,species group,species subgroup,strain,subclass,subfamily,subgenus,suborder,subphylum,subspecies
1550579,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter gotjawali,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1552735,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lidleunavirus,Lactobacillus virus Ldl1,Duplodnaviria,Heunggongvirae,,,,,,,,,,,,,,,Lactobacillus phage Ldl1,,,,,,,,,,,,,Tybeckvirinae,,,,
1552759,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium grossiae,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1553431,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycoavidus,Mycoavidus cysteinexigens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1553900,Bacteria,Proteobacteria,Oligoflexia,,,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1555112,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,Limnochorda,Limnochorda pilosa,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1560345,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas panacis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1561003,Bacteria,,,,,,bacterium 2013Arg42i,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Bacteria,,,,,,,,,,,,,,
1561022,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CCM_MD2014,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Streptomyces,,,,,,,,,,,,,,
1561924,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella profundi,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1562970,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Fermentimonas,Fermentimonas caenicola,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1563222,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter pasteurii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1564114,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. B7740,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Rhodococcus,,,,,,,,,,,,,,
1564506,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,Rhodovulum sp. P5,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Rhodovulum,,,,,,,,,,,,,,
1564681,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium sp. CP1,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Carnobacterium,,,,,,,,,,,,,,
1565991,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. X1(2014),Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Bacillus,,,,,,,,,,,,,,
1566358,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. IHBB 10380,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Paenibacillus,,,,,,,,,,,,,,
1570339,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1570939,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. 2G,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Rhodococcus,,,,,,,,,,,,,,
1571470,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. ACO-34A,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,unclassified Rhizobium,,,,,,,,,,,,,
1572656,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,Ruminococcaceae bacterium CPB6,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Ruminococcaceae,,,,,,,,,,,,,,
1573704,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. R32,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
1573711,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. R76,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
1573712,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. R84,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
1573718,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. S34,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
1573719,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. S35,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
1573720,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. S49,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
1576550,Bacteria,Proteobacteria,Betaproteobacteria,,,Candidatus Kinetoplastibacterium,Candidatus Kinetoplastibacterium sorsogonicusi,,,,,,,,,,,,,,,,,,,cellular organisms,Betaproteobacteria incertae sedis,,,,,,,,,,,,,,
1577791,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Candidatus Methanoplasma,Candidatus Methanoplasma termitum,Diaforarchaea group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1579316,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter,Halocynthiibacter arcticus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1579979,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,Wenzhouxiangella marina,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1580092,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus adriaticus,TACK group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1580596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter piscinae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1581011,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,Sulfurospirillum sp. UCH001,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Sulfurospirillum,,,,,,,,,,,,,delta/epsilon subdivisions,
1581038,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. FJAT-22090,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Bacillus,,,,,,,,,,,,,,
1581557,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Candidatus Methylopumilus,Candidatus Methylopumilus planktonicus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1581680,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Candidatus Methylopumilus,Candidatus Methylopumilus turicensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1582259,Bacteria,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Gudongella,Gudongella oleilytica,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1582439,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus piranensis,TACK group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1583098,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium hwasookii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1583100,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides sp. A21,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,unclassified Myroides,,,,,,,,,,,,,,
1585976,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bergeyella,Bergeyella cardium,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1586287,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,Lentzea guizhouensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1589751,Viruses,Uroviricota,Caudoviricetes,Caudovirales,,Lilyvirus,Paenibacillus virus Lily,Duplodnaviria,Heunggongvirae,,,,,,,,,,,,,,,Bacteriophage Lily,,,,,,,,,,,,,,,,,
1590041,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea sp. USM4,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Aquitalea,,,,,,,,,,,,,,
1591088,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter himalayensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,delta/epsilon subdivisions,
1591409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudohalocynthiibacter,Pseudohalocynthiibacter aestuariivivens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1592106,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus albidus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1598147,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus faecalis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1603606,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas soudanensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,delta/epsilon subdivisions,
1604004,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halanaeroarchaeum,Halanaeroarchaeum sulfurireducens,Stenosarchaea group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1605891,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter maris,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1608075,Viruses,Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Shangavirus,Insect shangavirus,Riboviria,,,,,,,,,,,,,,,,,Orthornavirae,,,,,,,,,,Shuangao Insect Virus 1,,,,,Polyploviricotina,
1608473,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. NCu2D-2,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Acinetobacter,,,,,,,,,,,,,,
1608628,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,Candidatus Filomicrobium marinum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1608957,Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Euzebya sp. DY32-46,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Euzebya,,,,,,,,,,,,,,
1609559,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus kukulkanii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1609758,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. P6W,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Novosphingobium,,,,,,,,,,,,,,
1609966,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Confluentimicrobium,Confluentimicrobium sp. EMB200-NS6,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Confluentimicrobium,,,,,,,,,,,,,,
1609968,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter sp. YE315,Methanomada group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Methanobrevibacter,,,,,,,,,,,,,,
1609977,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas hengshuiensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1610493,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus flavus,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1611770,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MRSN12121,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
1612173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Niveispirillum,Niveispirillum cyanobacteriorum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1615494,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Mixta,Mixta intestinalis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1615674,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas lactis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1615909,Bacteria,Cyanobacteria,,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis sp. NIES-3708,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,unclassified Geminocystis,,,,,,,,,Oscillatoriophycideae,,,,,
1616117,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces formicae,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1616788,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus bovis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1617283,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium nitrogenifigens,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1617448,Bacteria,Cyanobacteria,,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis sp. NIES-3709,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,unclassified Geminocystis,,,,,,,,,Oscillatoriophycideae,,,,,
1618022,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,unclassified Nostoc,,,,,,,,,,,,,,
1618207,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Psychromicrobium,Psychromicrobium lacuslunae,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1619308,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cnuibacter,Cnuibacter physcomitrellae,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1619311,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus physcomitrellae,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1619313,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia gerundensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1620215,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfuricaulis,Sulfuricaulis limicola,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1620392,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Spongiibacter,Spongiibacter sp. IMCC21906,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Spongiibacter,,,,,,,,,,,,,,
1621989,Bacteria,Proteobacteria,Deltaproteobacteria,,Candidatus Desulfofervidaceae,Candidatus Desulfofervidus,Candidatus Desulfofervidus auxilii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,delta/epsilon subdivisions,
1622024,Viruses,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Betaretrovirus,Desmodus rotundus endogenous retrovirus,Riboviria,,,,,,,,,,,,,,,,,Pararnavirae,unclassified Betaretrovirus,,,,,,,,,,,Orthoretrovirinae,,,,
1622118,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter profundi,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1623303,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Brussowvirus,,Duplodnaviria,Heunggongvirae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623306,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus,,Duplodnaviria,Heunggongvirae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628086,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas kribbensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1628392,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,Hahella sp. KA22,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Hahella,,,,,,,,,,,,,,
1630135,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter,Dermabacter vaginalis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1630141,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus Nitrosoglobus,Candidatus Nitrosoglobus terrae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1630693,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata sp. SH-PL17,PVC group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Gemmata,,,,,,,,,,,,,,
1632780,Bacteria,Proteobacteria,Alphaproteobacteria,,,Phreatobacter,,,,,,,,,,,,,,,,,,,,cellular organisms,Alphaproteobacteria incertae sedis,,,,,,,,,,,,,,
1632864,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL14,PVC group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Planctomyces,,,,,,,,,,,,,,
1632865,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula sp. SH-Sr6A,PVC group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pirellula,,,,,,,,,,,,,,
1633874,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter oryzifermentans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1634516,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,Citromicrobium sp. JL477,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Citromicrobium,,,,,,,,,,,,,,
1635327,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Orbus,Orbus sp. IPMB12,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Orbus,,,,,,,,,,,,,,
1636152,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces sp. SH-PL62,PVC group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Planctomyces,,,,,,,,,,,,,,
1636182,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Ackermannviridae,,Sinorhizobium phage phiM9,Duplodnaviria,Heunggongvirae,,,,,,,,,,,,,,,,,unclassified Ackermannviridae,,,,,,,,,,,,,,,
1636603,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. ACNIH1,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Acinetobacter,,,,,,,,,,,,,,
1636607,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH2,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Aeromonas,,,,,,,,,,,,,,
1636609,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. ASNIH4,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Aeromonas,,,,,,,,,,,,,,
1636610,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. PONIH3,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudomonas,,,,,,,,,,,,,,
1636720,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus sp. PDR2,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Anoxybacillus,,,,,,,,,,,,,,
1637831,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. MSMB617WGS,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,pseudomallei group,,,,,,,,
1637837,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. MSMB0266,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,pseudomallei group,,,,,,,,
1637853,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. NRF60-BP8,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Burkholderia,,,,,,,,,,,,,,
1637862,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. LA-2-3-30-S1-D2,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Burkholderia,,,,,,,,,,,,,,
1637869,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. MSMB0856,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Burkholderia,,,,,,,,,,,,,,
1637999,Bacteria,Verrucomicrobia,,,,,Verrucomicrobia bacterium IMCC26134,PVC group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Verrucomicrobia,,,,,,,,,,,,,,
1639133,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter portucalensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Citrobacter freundii complex,,,,,,,,
1639348,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum sp. ME-1,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Magnetospirillum,,,,,,,,,,,,,,
1641165,Bacteria,Cyanobacteria,,Synechococcales,Prochlorotrichaceae,Halomicronema,Halomicronema hongdechloris,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Halomicronema hongdechloris C2206,,,,,,
1641402,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. HH130629-09,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Pseudonocardia,,,,,,,,,,,,,,
1641812,Bacteria,Cyanobacteria,,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Microcystis aeruginosa NIES-2549,Oscillatoriophycideae,,,,,
1642299,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces alfalfae,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1642646,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,Petrimonas mucosa,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1642647,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Proteiniphilum,Proteiniphilum saccharofermentans,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1643678,Archaea,Thaumarchaeota,Nitrososphaeria,,,,,TACK group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1643685,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
1643824,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,,,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
